SNo,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,PE Ratio,Face Value,OPS,NOPS,NPMP
132,9-Oct-20,EQ,"2,150.00","2,166.95","2,121.10","2,160.80","2,143.10","2,139.65","2,137.39","2,614.30","1,757.30",2001031,"4,276,983,168.15",67059,68.7327337,1,45.55,183.77,16.96
133,12-Oct-20,EQ,"2,145.20","2,147.60","2,123.30","2,139.65","2,140.30","2,138.40","2,135.33","2,614.30","1,757.30",1741171,"3,717,978,806.25",99238,68.69257951,1,45.55,183.77,16.96
134,13-Oct-20,EQ,"2,137.95","2,153.25","2,128.00","2,138.40","2,135.00","2,138.20","2,139.82","2,614.30","1,757.30",1679176,"3,593,136,034.80",66648,68.68615483,1,45.55,183.77,16.96
135,14-Oct-20,EQ,"2,132.60","2,165.00","2,131.00","2,138.20","2,160.00","2,158.15","2,149.74","2,614.30","1,757.30",2123033,"4,563,975,842.50",91381,69.32701574,1,45.55,183.77,16.96
136,15-Oct-20,EQ,"2,160.00","2,179.70","2,141.05","2,158.15","2,145.00","2,152.55","2,164.09","2,614.30","1,757.30",2344440,"5,073,587,658.10",90648,69.14712496,1,45.55,183.77,16.96
137,16-Oct-20,EQ,"2,171.90","2,171.90","2,144.05","2,152.55","2,151.00","2,150.55","2,157.17","2,614.30","1,757.30",1640402,"3,538,618,588.60",87935,69.08287825,1,45.55,183.77,16.96
138,19-Oct-20,EQ,"2,153.55","2,185.00","2,152.10","2,150.55","2,184.50","2,177.80","2,172.07","2,614.30","1,757.30",1606069,"3,488,495,964.05",67397,69.95823964,1,45.55,183.77,16.96
139,20-Oct-20,EQ,"2,182.10","2,208.50","2,132.55","2,177.80","2,174.20","2,173.10","2,177.02","2,614.30","1,757.30",5855301,"12,747,096,120.85",246254,69.80725988,1,45.55,183.77,16.96
140,21-Oct-20,EQ,"2,190.00","2,196.75","2,136.00","2,173.10","2,163.05","2,163.15","2,160.64","2,614.30","1,757.30",3954247,"8,543,686,140.65",211194,69.48763251,1,45.55,183.77,16.96
141,22-Oct-20,EQ,"2,160.00","2,187.25","2,153.20","2,163.15","2,178.00","2,179.35","2,169.44","2,614.30","1,757.30",2632959,"5,712,048,690.10",126818,70.00803084,1,45.55,183.77,16.96
142,23-Oct-20,EQ,"2,188.90","2,188.90","2,140.00","2,179.35","2,145.40","2,143.85","2,156.95","2,614.30","1,757.30",2805734,"6,051,824,361.45",145784,68.86765178,1,45.55,183.77,16.96
143,26-Oct-20,EQ,"2,150.00","2,172.00","2,142.30","2,143.85","2,168.50","2,166.75","2,157.28","2,614.30","1,757.30",1646050,"3,550,986,436.80",62225,69.60327658,1,45.55,183.77,16.96
144,27-Oct-20,EQ,"2,157.00","2,189.00","2,152.45","2,166.75","2,173.00","2,176.70","2,177.82","2,614.30","1,757.30",2334908,"5,085,001,531.35",98159,69.92290395,1,45.55,183.77,16.96
145,28-Oct-20,EQ,"2,183.95","2,183.95","2,144.10","2,176.70","2,156.90","2,164.35","2,156.04","2,614.30","1,757.30",1555484,"3,353,682,072.35",86062,69.52618053,1,45.55,183.77,16.96
146,29-Oct-20,EQ,"2,142.00","2,160.00","2,116.00","2,164.35","2,118.20","2,122.10","2,130.54","2,614.30","1,757.30",1934403,"4,121,331,653.70",87133,68.16896884,1,45.55,183.77,16.96
147,30-Oct-20,EQ,"2,118.20","2,120.00","2,068.00","2,122.10","2,075.00","2,071.30","2,087.65","2,614.30","1,757.30",2414328,"5,040,264,193.20",102925,66.53710247,1,45.55,183.77,16.96
148,2-Nov-20,EQ,"2,072.00","2,087.65","2,056.00","2,071.30","2,078.95","2,072.00","2,071.34","2,614.30","1,757.30",1486077,"3,078,164,445.25",70425,66.55958882,1,45.55,183.77,16.96
149,3-Nov-20,EQ,"2,091.80","2,091.80","2,043.00","2,072.00","2,049.95","2,055.70","2,058.15","2,614.30","1,757.30",2227402,"4,584,325,461.60",111638,66.03597816,1,45.55,183.77,16.96
150,4-Nov-20,EQ,"2,050.00","2,085.00","2,049.95","2,055.70","2,058.00","2,060.05","2,067.06","2,614.30","1,757.30",1479878,"3,058,997,337.65",78673,66.17571474,1,45.55,183.77,16.96
151,5-Nov-20,EQ,"2,087.00","2,112.00","2,061.30","2,060.05","2,104.00","2,102.35","2,098.63","2,614.30","1,757.30",2083827,"4,373,180,970.25",108509,67.53453261,1,45.55,183.77,16.96
152,6-Nov-20,EQ,"2,105.00","2,123.95","2,086.00","2,102.35","2,094.65","2,094.15","2,103.10","2,614.30","1,757.30",2127821,"4,475,024,106.60",111374,67.27112111,1,45.55,183.77,16.96
153,9-Nov-20,EQ,"2,120.00","2,137.65","2,108.05","2,094.15","2,130.00","2,132.55","2,126.12","2,614.30","1,757.30",2194404,"4,665,560,973.25",117069,68.50465789,1,45.55,183.77,16.96
154,10-Nov-20,EQ,"2,140.00","2,144.20","2,092.50","2,132.55","2,134.90","2,136.60","2,117.65","2,614.30","1,757.30",2471703,"5,234,196,126.80",148429,68.63475747,1,45.55,183.77,16.96
155,11-Nov-20,EQ,"2,136.60","2,138.60","2,104.60","2,136.60","2,135.00","2,131.15","2,121.39","2,614.30","1,757.30",2759942,"5,854,910,188.45",132518,68.45968519,1,45.55,183.77,16.96
156,12-Nov-20,EQ,"2,129.00","2,204.00","2,123.25","2,131.15","2,202.10","2,192.10","2,165.49","2,614.30","1,757.30",3010512,"6,519,238,504.25",129774,70.4176036,1,45.55,183.77,16.96
157,13-Nov-20,EQ,"2,205.00","2,218.40","2,178.25","2,192.10","2,185.00","2,185.35","2,198.02","2,614.30","1,757.30",2799165,"6,152,634,111.20",115691,70.20077096,1,45.55,183.77,16.96
158,14-Nov-20,EQ,"2,197.00","2,197.00","2,182.00","2,185.35","2,188.00","2,187.70","2,189.93","2,614.30","1,757.30",258276,"565,605,429.35",17372,70.27626084,1,45.55,183.77,16.96
159,17-Nov-20,EQ,"2,220.35","2,220.35","2,172.00","2,187.70","2,175.50","2,177.60","2,184.31","2,614.30","1,757.30",2733542,"5,970,903,945.70",122802,69.95181497,1,45.55,183.77,16.96
160,18-Nov-20,EQ,"2,170.00","2,170.00","2,125.90","2,177.60","2,134.90","2,132.10","2,139.35","2,614.30","1,757.30",3315051,"7,092,053,798.50",131423,68.49020238,1,45.55,183.77,16.96
161,19-Nov-20,EQ,"2,125.80","2,147.40","2,114.50","2,132.10","2,129.00","2,130.75","2,128.02","2,614.30","1,757.30",2704650,"5,755,558,941.55",110931,68.44683585,1,45.55,183.77,16.96
162,20-Nov-20,EQ,"2,135.00","2,142.00","2,100.50","2,130.75","2,117.95","2,120.25","2,118.39","2,614.30","1,757.30",2827038,"5,988,774,279.75",104133,68.10954064,1,45.55,183.77,16.96
163,23-Nov-20,EQ,"2,140.00","2,140.00","2,095.00","2,120.25","2,132.00","2,129.40","2,112.42","2,614.30","1,757.30",3244576,"6,853,899,198.60",168471,68.40346932,1,45.55,183.77,16.96
164,24-Nov-20,EQ,"2,132.00","2,161.00","2,122.40","2,129.40","2,157.90","2,157.35","2,147.15","2,614.30","1,757.30",1989749,"4,272,293,289.10",89046,69.30131706,1,45.55,183.77,16.96
165,25-Nov-20,EQ,"2,162.00","2,171.00","2,128.00","2,157.35","2,134.00","2,135.85","2,149.01","2,614.30","1,757.30",1786536,"3,839,286,196.30",122496,68.61066495,1,45.55,183.77,16.96
166,26-Nov-20,EQ,"2,140.00","2,162.00","2,122.55","2,135.85","2,158.15","2,154.20","2,138.81","2,614.30","1,757.30",1630887,"3,488,152,349.65",77739,69.20012849,1,45.55,183.77,16.96
167,27-Nov-20,EQ,"2,167.00","2,167.50","2,126.00","2,154.20","2,140.25","2,138.20","2,144.11","2,614.30","1,757.30",5687861,"12,195,372,531.15",164847,68.68615483,1,45.55,183.77,16.96
168,1-Dec-20,EQ,"2,159.00","2,159.00","2,129.60","2,138.20","2,134.90","2,133.05","2,140.20","2,614.30","1,757.30",2226742,"4,765,666,621.75",112019,68.52071956,1,45.55,183.77,16.96
169,2-Dec-20,EQ,"2,145.00","2,149.90","2,122.10","2,133.05","2,138.00","2,139.30","2,135.68","2,614.30","1,757.30",1634682,"3,491,156,739.90",113156,68.72149052,1,45.55,183.77,16.96
170,3-Dec-20,EQ,"2,153.00","2,156.40","2,120.10","2,139.30","2,130.00","2,127.75","2,129.65","2,614.30","1,757.30",3469163,"7,388,106,994.35",107371,68.35046579,1,45.55,183.77,16.96
171,4-Dec-20,EQ,"2,141.00","2,195.40","2,133.60","2,127.75","2,187.20","2,184.20","2,166.59","2,614.30","1,757.30",3712143,"8,042,709,753.15",168984,70.1638291,1,45.55,183.77,16.96
172,7-Dec-20,EQ,"2,189.25","2,259.60","2,187.00","2,184.20","2,255.00","2,256.15","2,234.52","2,614.30","1,757.30",4147649,"9,267,992,123.15",221068,72.4751044,1,45.55,183.77,16.96
173,8-Dec-20,EQ,"2,259.50","2,278.20","2,240.15","2,256.15","2,256.10","2,260.00","2,259.30","2,614.30","1,757.30",2768211,"6,254,218,795.05",117541,72.59877931,1,45.55,183.77,16.96
174,9-Dec-20,EQ,"2,260.00","2,296.00","2,243.25","2,260.00","2,288.55","2,292.20","2,277.55","2,614.30","1,757.30",2123890,"4,837,270,766.80",88955,73.6331513,1,45.55,183.77,16.96
175,10-Dec-20,EQ,"2,290.00","2,357.90","2,275.05","2,292.20","2,347.00","2,350.45","2,324.69","2,614.30","1,757.30",3041370,"7,070,241,197.70",138426,75.50433665,1,45.55,183.77,16.96
176,11-Dec-20,EQ,"2,366.25","2,385.00","2,333.00","2,350.45","2,368.95","2,374.75","2,366.22","2,614.30","1,757.30",2611218,"6,178,712,668.20",121673,76.28493415,1,45.55,183.77,16.96
177,14-Dec-20,EQ,"2,380.95","2,391.40","2,356.15","2,374.75","2,365.00","2,370.75","2,376.15","2,614.30","1,757.30",1575632,"3,743,944,644.45",105773,76.15644073,1,45.55,183.77,16.96
178,15-Dec-20,EQ,"2,361.00","2,363.95","2,307.30","2,370.75","2,321.60","2,320.05","2,328.05","2,614.30","1,757.30",2207176,"5,138,411,101.15",115486,74.5277867,1,45.55,183.77,16.96
179,16-Dec-20,EQ,"2,317.10","2,354.90","2,303.00","2,320.05","2,343.85","2,343.95","2,334.94","2,614.30","1,757.30",1748634,"4,082,957,980.05",91157,75.29553485,1,45.55,183.77,16.96
180,17-Dec-20,EQ,"2,342.00","2,342.00","2,310.00","2,343.95","2,316.95","2,315.30","2,319.69","2,614.30","1,757.30",1912868,"4,437,260,720.85",108168,74.37520077,1,45.55,183.77,16.96
181,18-Dec-20,EQ,"2,322.00","2,343.90","2,312.00","2,315.30","2,332.00","2,333.45","2,328.73","2,614.30","1,757.30",2229891,"5,192,815,866.85",115620,74.95823964,1,45.55,183.77,16.96
182,21-Dec-20,EQ,"2,343.00","2,350.00","2,265.10","2,333.45","2,295.00","2,305.95","2,322.58","2,614.30","1,757.30",2003069,"4,652,295,347.85",112679,74.07484741,1,45.55,183.77,16.96
183,22-Dec-20,EQ,"2,310.00","2,333.30","2,281.00","2,305.95","2,310.00","2,311.00","2,305.59","2,614.30","1,757.30",1764488,"4,068,192,316.80",113945,74.23707035,1,45.55,183.77,16.96
184,23-Dec-20,EQ,"2,320.00","2,377.30","2,303.25","2,311.00","2,373.00","2,370.35","2,340.43","2,614.30","1,757.30",1559556,"3,650,039,400.05",90894,76.14359139,1,45.55,183.77,16.96
185,24-Dec-20,EQ,"2,382.50","2,410.00","2,360.05","2,370.35","2,391.95","2,402.25","2,388.68","2,614.30","1,757.30",2489444,"5,946,476,943.05",112249,77.16832637,1,45.55,183.77,16.96
186,28-Dec-20,EQ,"2,405.00","2,417.40","2,376.05","2,402.25","2,391.95","2,388.90","2,391.48","2,614.30","1,757.30",1532477,"3,664,887,437.15",78260,76.7394796,1,45.55,183.77,16.96
187,29-Dec-20,EQ,"2,395.00","2,403.00","2,354.20","2,388.90","2,379.00","2,384.30","2,375.67","2,614.30","1,757.30",1749013,"4,155,069,915.20",89298,76.59171217,1,45.55,183.77,16.96
188,30-Dec-20,EQ,"2,390.00","2,414.65","2,376.00","2,384.30","2,403.00","2,406.60","2,397.80","2,614.30","1,757.30",1924886,"4,615,483,000.35",86753,77.30806296,1,45.55,183.77,16.96
189,31-Dec-20,EQ,"2,396.00","2,417.00","2,387.00","2,406.60","2,394.00","2,395.40","2,401.57","2,614.30","1,757.30",1709836,"4,106,283,063.30",78843,76.9482814,1,45.55,183.77,16.96
190,1-Jan-21,EQ,"2,395.40","2,404.00","2,382.00","2,395.40","2,393.00","2,387.55","2,388.16","2,614.30","1,757.30",830096,"1,982,405,105.40",53330,76.69611307,1,49.48,200.16,17
191,4-Jan-21,EQ,"2,405.00","2,430.00","2,400.70","2,387.55","2,427.15","2,426.50","2,420.63","2,614.30","1,757.30",1614486,"3,908,075,997.90",101066,77.9473177,1,49.48,200.16,17
192,5-Jan-21,EQ,"2,405.00","2,456.95","2,405.00","2,426.50","2,454.00","2,450.55","2,434.78","2,614.30","1,757.30",2356303,"5,737,079,984.05",123488,78.71988436,1,49.48,200.16,17
193,6-Jan-21,EQ,"2,445.80","2,450.00","2,401.60","2,450.55","2,414.65","2,417.30","2,424.17","2,614.30","1,757.30",1641627,"3,979,586,746.85",86124,77.65178285,1,49.48,200.16,17
194,7-Jan-21,EQ,"2,432.00","2,432.70","2,365.00","2,417.30","2,373.00","2,368.85","2,381.05","2,614.30","1,757.30",2403881,"5,723,751,984.75",134442,76.09540636,1,49.48,200.16,17
195,8-Jan-21,EQ,"2,390.00","2,400.00","2,360.80","2,368.85","2,392.95","2,391.20","2,376.68","2,614.30","1,757.30",2797948,"6,649,822,490.75",130288,76.81336332,1,49.48,200.16,17
196,11-Jan-21,EQ,"2,425.00","2,441.95","2,402.10","2,391.20","2,430.20","2,429.10","2,429.43","2,614.30","1,757.30",2787672,"6,772,443,993.45",111218,78.03083842,1,49.48,200.16,17
197,12-Jan-21,EQ,"2,429.80","2,433.10","2,372.00","2,429.10","2,380.70","2,375.90","2,387.74","2,614.30","1,757.30",2036708,"4,863,133,921.70",119419,76.321876,1,49.48,200.16,17
198,13-Jan-21,EQ,"2,381.90","2,398.00","2,364.60","2,375.90","2,371.00","2,372.35","2,380.05","2,614.30","1,757.30",1702740,"4,052,600,326.80",93485,76.2078381,1,49.48,200.16,17
199,14-Jan-21,EQ,"2,366.00","2,406.00","2,351.15","2,372.35","2,395.15","2,398.55","2,388.27","2,614.30","1,757.30",2120413,"5,064,111,296.60",103137,77.04946996,1,49.48,200.16,17
200,15-Jan-21,EQ,"2,392.50","2,407.00","2,342.80","2,398.55","2,351.00","2,351.15","2,369.12","2,614.30","1,757.30",2042957,"4,840,009,790.55",96722,75.526823,1,49.48,200.16,17
201,18-Jan-21,EQ,"2,374.50","2,374.50","2,320.65","2,351.15","2,323.00","2,332.60","2,348.24","2,614.30","1,757.30",1733797,"4,071,370,359.55",121351,74.93093479,1,49.48,200.16,17
202,19-Jan-21,EQ,"2,342.00","2,382.10","2,323.25","2,332.60","2,366.05","2,363.15","2,356.53","2,614.30","1,757.30",1495269,"3,523,653,036.25",110595,75.91230324,1,49.48,200.16,17
203,20-Jan-21,EQ,"2,357.00","2,373.95","2,346.30","2,363.15","2,359.30","2,355.95","2,358.95","2,614.30","1,757.30",1380562,"3,256,671,185.35",56821,75.6810151,1,49.48,200.16,17
204,21-Jan-21,EQ,"2,376.00","2,399.90","2,350.00","2,355.95","2,368.00","2,367.65","2,379.79","2,614.30","1,757.30",1521133,"3,619,970,951.85",109343,76.05685834,1,49.48,200.16,17
205,22-Jan-21,EQ,"2,359.00","2,422.00","2,357.00","2,367.65","2,402.00","2,409.35","2,401.25","2,614.30","1,757.30",2548089,"6,118,604,663.10",125848,77.39640218,1,49.48,200.16,17
206,25-Jan-21,EQ,"2,420.00","2,432.35","2,385.00","2,409.35","2,398.05","2,399.60","2,408.46","2,614.30","1,757.30",2124424,"5,116,580,933.90",121801,77.08319949,1,49.48,200.16,17
207,27-Jan-21,EQ,"2,425.00","2,425.00","2,335.00","2,399.60","2,403.00","2,391.30","2,376.31","2,614.30","1,757.30",2460297,"5,846,430,417.40",134530,76.81657565,1,49.48,200.16,17
208,28-Jan-21,EQ,"2,367.90","2,411.55","2,290.00","2,391.30","2,304.00","2,300.40","2,332.18","2,614.30","1,757.30",3867335,"9,019,311,004.40",235954,73.8965628,1,49.48,200.16,17
209,29-Jan-21,EQ,"2,315.10","2,322.30","2,251.00","2,300.40","2,264.50","2,263.90","2,278.17","2,614.30","1,757.30",4472694,"10,189,542,859.00",180375,72.72406039,1,49.48,200.16,17
210,1-Feb-21,EQ,"2,276.65","2,285.00","2,226.20","2,263.90","2,255.00","2,248.60","2,253.01","2,614.30","1,757.30",2717591,"6,122,754,356.05",127202,72.23257308,1,49.48,200.16,17
211,2-Feb-21,EQ,"2,271.05","2,275.00","2,205.00","2,248.60","2,225.00","2,230.45","2,233.77","2,614.30","1,757.30",4215607,"9,416,683,078.00",229142,71.64953421,1,49.48,200.16,17
212,3-Feb-21,EQ,"2,231.50","2,257.00","2,217.60","2,230.45","2,233.80","2,232.85","2,241.56","2,614.30","1,757.30",2353429,"5,275,363,066.20",115017,71.72663026,1,49.48,200.16,17
213,4-Feb-21,EQ,"2,239.00","2,259.00","2,226.20","2,232.85","2,247.00","2,245.60","2,242.04","2,614.30","1,757.30",2908003,"6,519,860,226.95",110128,72.13620302,1,49.48,200.16,17
214,5-Feb-21,EQ,"2,245.60","2,285.00","2,241.00","2,245.60","2,267.05","2,269.55","2,263.84","2,614.30","1,757.30",4036942,"9,139,002,202.10",135087,72.90555734,1,49.48,200.16,17
215,8-Feb-21,EQ,"2,288.00","2,288.70","2,230.30","2,269.55","2,237.00","2,236.65","2,253.22","2,614.30","1,757.30",2780672,"6,265,466,321.20",155971,71.848699,1,49.48,200.16,17
216,9-Feb-21,EQ,"2,247.00","2,254.70","2,210.50","2,236.65","2,215.90","2,216.25","2,232.98","2,614.30","1,757.30",3131481,"6,992,539,754.80",130930,71.19338259,1,49.48,200.16,17
217,10-Feb-21,EQ,"2,220.00","2,241.00","2,212.75","2,216.25","2,240.00","2,235.50","2,227.12","2,614.30","1,757.30",2055520,"4,577,890,386.55",108586,71.81175715,1,49.48,200.16,17
218,11-Feb-21,EQ,"2,242.00","2,268.00","2,234.05","2,235.50","2,263.00","2,263.00","2,256.94","2,614.30","1,757.30",1824480,"4,117,741,476.75",75386,72.69514937,1,49.48,200.16,17
219,12-Feb-21,EQ,"2,268.00","2,272.25","2,232.00","2,263.00","2,241.50","2,241.55","2,249.09","2,614.30","1,757.30",1222094,"2,748,604,802.80",64732,72.00610344,1,49.48,200.16,17
220,15-Feb-21,EQ,"2,251.00","2,261.75","2,213.00","2,241.55","2,217.90","2,215.20","2,238.32","2,614.30","1,757.30",2449407,"5,482,545,886.05",100151,71.15965307,1,49.48,200.16,17
221,16-Feb-21,EQ,"2,227.00","2,229.05","2,190.05","2,215.20","2,197.00","2,196.10","2,205.05","2,614.30","1,757.30",2396356,"5,284,088,110.35",128657,70.54609701,1,49.48,200.16,17
222,17-Feb-21,EQ,"2,196.00","2,201.55","2,160.00","2,196.10","2,165.00","2,163.90","2,174.96","2,614.30","1,757.30",2447956,"5,324,202,066.35",116919,69.51172502,1,49.48,200.16,17
223,18-Feb-21,EQ,"2,164.00","2,168.55","2,143.20","2,163.90","2,147.50","2,146.85","2,156.51","2,614.30","1,757.30",3205806,"6,913,345,785.00",201161,68.96402184,1,49.48,200.16,17
224,19-Feb-21,EQ,"2,152.90","2,194.00","2,150.00","2,146.85","2,185.00","2,181.10","2,175.63","2,614.30","1,757.30",3364030,"7,318,886,379.50",141166,70.06424671,1,49.48,200.16,17
225,22-Feb-21,EQ,"2,205.00","2,205.00","2,161.60","2,181.10","2,166.45","2,167.60","2,176.78","2,614.30","1,757.30",2678023,"5,829,472,168.10",117761,69.63058143,1,49.48,200.16,17
226,23-Feb-21,EQ,"2,185.00","2,192.35","2,170.20","2,167.60","2,180.00","2,179.25","2,181.63","2,614.30","1,757.30",2062144,"4,498,840,002.15",105107,70.0048185,1,49.48,200.16,17
227,24-Feb-21,EQ,"2,188.50","2,188.50","2,155.55","2,179.25","2,183.00","2,178.85","2,171.16","2,614.30","1,757.30",924143,"2,006,465,103.70",58233,69.99196916,1,49.48,200.16,17
228,25-Feb-21,EQ,"2,177.00","2,185.00","2,160.00","2,178.85","2,163.45","2,163.30","2,166.03","2,614.30","1,757.30",2099460,"4,547,499,726.30",130291,69.49245101,1,49.48,200.16,17
229,26-Feb-21,EQ,"2,158.00","2,182.40","2,120.00","2,163.30","2,127.80","2,132.05","2,144.65","2,614.30","1,757.30",3413194,"7,320,099,585.30",155473,68.48859621,1,49.48,200.16,17
230,1-Mar-21,EQ,"2,135.20","2,154.00","2,128.00","2,132.05","2,152.60","2,143.40","2,141.30","2,614.30","1,757.30",1229276,"2,632,252,795.80",74315,68.85319627,1,49.48,200.16,17
231,2-Mar-21,EQ,"2,162.00","2,183.90","2,140.55","2,143.40","2,182.00","2,177.95","2,165.31","2,614.30","1,757.30",2095135,"4,536,608,563.00",104481,69.96305814,1,49.48,200.16,17
232,3-Mar-21,EQ,"2,205.00","2,205.00","2,173.50","2,177.95","2,194.40","2,193.50","2,188.53","2,614.30","1,757.30",2031893,"4,446,861,528.75",103327,70.46257629,1,49.48,200.16,17
233,4-Mar-21,EQ,"2,185.00","2,203.50","2,174.00","2,193.50","2,195.05","2,196.90","2,190.43","2,614.30","1,757.30",2290915,"5,018,096,545.20",85341,70.5717957,1,49.48,200.16,17
234,5-Mar-21,EQ,"2,184.60","2,209.95","2,175.25","2,196.90","2,203.10","2,201.10","2,196.80","2,614.30","1,757.30",2129837,"4,678,816,274.10",88576,70.70671378,1,49.48,200.16,17
235,8-Mar-21,EQ,"2,210.00","2,216.10","2,169.00","2,201.10","2,170.00","2,174.55","2,192.68","2,614.30","1,757.30",1440724,"3,159,049,599.55",73807,69.85383874,1,49.48,200.16,17
236,9-Mar-21,EQ,"2,176.00","2,205.00","2,162.05","2,174.55","2,197.00","2,198.50","2,182.54","2,614.30","1,757.30",1711842,"3,736,157,321.00",82788,70.62319306,1,49.48,200.16,17
237,10-Mar-21,EQ,"2,210.50","2,236.90","2,193.20","2,198.50","2,226.60","2,227.85","2,220.78","2,614.30","1,757.30",2696085,"5,987,410,139.60",85058,71.56601349,1,49.48,200.16,17
238,12-Mar-21,EQ,"2,236.00","2,239.90","2,200.00","2,227.85","2,206.00","2,204.75","2,214.35","2,614.30","1,757.30",2038930,"4,514,904,259.85",107915,70.82396402,1,49.48,200.16,17
239,15-Mar-21,EQ,"2,206.10","2,217.45","2,183.30","2,204.75","2,208.70","2,210.85","2,205.54","2,614.30","1,757.30",1632088,"3,599,632,094.90",110275,71.01991648,1,49.48,200.16,17
240,16-Mar-21,EQ,"2,221.35","2,247.50","2,214.30","2,210.85","2,246.00","2,244.05","2,232.54","2,614.30","1,757.30",2633605,"5,879,633,883.55",86046,72.08641182,1,49.48,200.16,17
241,17-Mar-21,EQ,"2,254.00","2,262.00","2,219.25","2,244.05","2,223.00","2,226.30","2,237.77","2,614.30","1,757.30",3703365,"8,287,261,163.10",109036,71.51622229,1,49.48,200.16,17
242,18-Mar-21,EQ,"2,238.00","2,249.90","2,205.00","2,226.30","2,218.00","2,215.20","2,231.98","2,614.30","1,757.30",2597091,"5,796,655,824.95",92568,71.15965307,1,49.48,200.16,17
243,19-Mar-21,EQ,"2,204.10","2,325.25","2,191.50","2,215.20","2,315.00","2,312.05","2,278.71","2,614.30","1,757.30",5382214,"12,264,520,444.10",174424,74.27079987,1,49.48,200.16,17
244,22-Mar-21,EQ,"2,310.10","2,356.50","2,302.00","2,312.05","2,352.00","2,353.20","2,334.61","2,614.30","1,850.00",2471516,"5,770,029,906.95",118896,75.59267588,1,49.48,200.16,17
245,23-Mar-21,EQ,"2,363.00","2,372.95","2,333.40","2,353.20","2,339.10","2,337.30","2,355.33","2,614.30","1,850.00",1970612,"4,641,439,390.20",146354,75.08191455,1,49.48,200.16,17
246,24-Mar-21,EQ,"2,337.30","2,350.90","2,315.55","2,337.30","2,319.70","2,318.60","2,337.43","2,614.30","1,850.00",1762743,"4,120,287,209.40",83351,74.48120784,1,49.48,200.16,17
247,25-Mar-21,EQ,"2,318.60","2,322.00","2,231.05","2,318.60","2,248.95","2,237.05","2,265.02","2,614.30","1,850.00",2495833,"5,653,099,230.35",118114,71.86154835,1,49.48,200.16,17
248,26-Mar-21,EQ,"2,255.00","2,325.00","2,248.80","2,237.05","2,307.05","2,317.90","2,300.37","2,614.30","1,850.00",1929236,"4,437,960,436.25",110831,74.45872149,1,49.48,200.16,17
249,30-Mar-21,EQ,"2,325.00","2,406.00","2,325.00","2,317.90","2,393.00","2,398.75","2,388.17","2,614.30","1,902.00",3327205,"7,945,933,914.25",156830,77.05589464,1,49.48,200.16,17
250,31-Mar-21,EQ,"2,386.00","2,438.60","2,381.65","2,398.75","2,420.00","2,431.50","2,417.72","2,614.30","1,902.00",2709756,"6,551,425,953.65",138821,78.10793447,1,49.48,200.16,17
