SNo,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,PE Ratio,Face Value,OPS,NOPS,NPMP
44,8-Jun-20,EQ,"2,107.00","2,124.50","2,078.10","2,087.60","2,110.30","2,111.70","2,102.69","2,614.30","1,659.05",4298517,"9,038,459,134.45",226705,67.83488596,1,45.55,183.77,16.96
45,9-Jun-20,EQ,"2,100.00","2,144.80","2,095.05","2,111.70","2,102.00","2,106.50","2,124.08","2,614.30","1,659.05",3128155,"6,644,467,037.70",152965,67.66784452,1,45.55,183.77,16.96
46,10-Jun-20,EQ,"2,115.90","2,130.00","2,096.00","2,106.50","2,119.00","2,119.60","2,118.72","2,614.30","1,659.05",2421672,"5,130,844,702.80",128957,68.08866046,1,45.55,183.77,16.96
47,11-Jun-20,EQ,"2,115.00","2,138.20","2,095.65","2,119.60","2,107.90","2,106.90","2,118.00","2,614.30","1,659.05",2566963,"5,436,825,499.60",121007,67.68069386,1,45.55,183.77,16.96
48,12-Jun-20,EQ,"2,065.25","2,119.00","2,065.00","2,106.90","2,106.00","2,107.25","2,101.21","2,614.30","1,659.05",2338562,"4,913,816,130.80",113191,67.69193704,1,45.55,183.77,16.96
49,15-Jun-20,EQ,"2,114.85","2,131.70","2,056.80","2,107.25","2,079.50","2,084.30","2,092.56","2,614.30","1,659.05",2830788,"5,923,588,875.65",110390,66.95470607,1,45.55,183.77,16.96
50,16-Jun-20,EQ,"2,109.80","2,120.00","2,057.00","2,084.30","2,076.00","2,076.35","2,089.49","2,614.30","1,659.05",2806804,"5,864,800,682.00",107765,66.69932541,1,45.55,183.77,16.96
51,17-Jun-20,EQ,"2,076.00","2,099.00","2,062.30","2,076.35","2,079.00","2,078.25","2,082.87","2,614.30","1,659.05",2293343,"4,776,734,431.55",94264,66.76035978,1,45.55,183.77,16.96
52,18-Jun-20,EQ,"2,070.25","2,084.85","2,054.05","2,078.25","2,067.00","2,065.35","2,067.71","2,614.30","1,659.05",2326992,"4,811,549,620.00",99757,66.34596852,1,45.55,183.77,16.96
53,19-Jun-20,EQ,"2,079.00","2,100.00","2,057.00","2,065.35","2,093.50","2,092.75","2,080.59","2,614.30","1,659.05",4673557,"9,723,770,246.95",138770,67.22614841,1,45.55,183.77,16.96
54,22-Jun-20,EQ,"2,110.00","2,118.90","2,087.00","2,092.75","2,100.05","2,100.80","2,101.72","2,614.30","1,659.05",2487252,"5,227,506,643.30",108728,67.48474141,1,45.55,183.77,16.96
55,23-Jun-20,EQ,"2,115.00","2,172.00","2,101.60","2,100.80","2,157.55","2,155.95","2,150.63","2,614.30","1,659.05",4309193,"9,267,494,480.70",174720,69.25634436,1,45.55,183.77,16.96
56,24-Jun-20,EQ,"2,172.00","2,176.90","2,125.00","2,155.95","2,133.00","2,130.30","2,147.43","2,614.30","1,659.05",3023031,"6,491,752,829.05",152939,68.43238034,1,45.55,183.77,16.96
57,25-Jun-20,EQ,"2,114.30","2,189.90","2,112.00","2,130.30","2,157.20","2,173.15","2,164.58","2,614.30","1,659.05",8208083,"17,767,068,916.20",176752,69.80886605,1,45.55,183.77,16.96
58,26-Jun-20,EQ,"2,179.95","2,179.95","2,138.10","2,173.15","2,151.35","2,154.20","2,154.27","2,614.30","1,659.05",3176495,"6,843,040,249.25",126115,69.20012849,1,45.55,183.77,16.96
59,29-Jun-20,EQ,"2,151.35","2,195.90","2,140.00","2,154.20","2,180.50","2,182.95","2,180.76","2,614.30","1,659.05",3295050,"7,185,698,583.30",137344,70.12367491,1,45.55,183.77,16.96
60,30-Jun-20,EQ,"2,193.80","2,199.95","2,170.00","2,182.95","2,177.00","2,180.00","2,181.78","2,614.30","1,659.05",2373121,"5,177,632,179.70",110362,70.02891102,1,45.55,183.77,16.96
61,1-Jul-20,EQ,"2,183.00","2,191.80","2,160.10","2,180.00","2,168.15","2,170.40","2,171.35","2,614.30","1,659.05",1532935,"3,328,538,955.50",77798,69.72052682,1,45.55,183.77,16.96
62,2-Jul-20,EQ,"2,167.75","2,177.65","2,145.00","2,170.40","2,157.00","2,151.75","2,154.35","2,614.30","1,659.05",2588845,"5,577,272,658.85",111689,69.12142628,1,45.55,183.77,16.96
63,3-Jul-20,EQ,"2,165.50","2,188.00","2,156.35","2,151.75","2,172.30","2,173.70","2,172.74","2,614.30","1,659.05",1946326,"4,228,865,039.15",84127,69.82653389,1,45.55,183.77,16.96
64,6-Jul-20,EQ,"2,180.00","2,180.00","2,153.00","2,173.70","2,162.00","2,161.60","2,161.27","2,614.30","1,659.05",2375701,"5,134,520,628.30",106168,69.43784131,1,45.55,183.77,16.96
65,7-Jul-20,EQ,"2,175.50","2,175.50","2,151.65","2,161.60","2,153.95","2,154.15","2,158.47","2,614.30","1,659.05",2014697,"4,348,666,864.20",101569,69.19852233,1,45.55,183.77,16.96
66,8-Jul-20,EQ,"2,153.60","2,194.00","2,125.00","2,154.15","2,182.00","2,186.05","2,170.33","2,614.30","1,659.05",3350115,"7,270,846,471.05",137320,70.22325731,1,45.55,183.77,16.96
67,9-Jul-20,EQ,"2,183.00","2,219.95","2,171.05","2,186.05","2,180.00","2,175.85","2,191.62","2,614.30","1,659.05",3039821,"6,662,121,971.35",141677,69.8955991,1,45.55,183.77,16.96
68,10-Jul-20,EQ,"2,170.00","2,232.00","2,167.45","2,175.85","2,230.10","2,223.80","2,206.50","2,614.30","1,659.05",3179517,"7,015,597,810.80",134655,71.43591391,1,45.55,183.77,16.96
69,13-Jul-20,EQ,"2,239.00","2,275.00","2,235.00","2,223.80","2,263.00","2,265.25","2,259.61","2,614.30","1,659.05",4556688,"10,296,338,551.00",158470,72.76742692,1,45.55,183.77,16.96
70,14-Jul-20,EQ,"2,264.80","2,269.95","2,226.60","2,265.25","2,227.35","2,234.75","2,246.57","2,614.30","1,659.05",2403257,"5,399,091,641.15",128919,71.78766463,1,45.55,183.77,16.96
71,15-Jul-20,EQ,"2,237.25","2,291.00","2,235.05","2,234.75","2,272.15","2,275.15","2,268.55","2,614.30","1,659.05",2474553,"5,613,648,679.30",97827,73.08544812,1,45.55,183.77,16.96
72,16-Jul-20,EQ,"2,275.25","2,291.30","2,238.00","2,275.15","2,281.95","2,287.85","2,272.17","2,614.30","1,659.05",2495150,"5,669,398,299.35",92681,73.49341471,1,45.55,183.77,16.96
